0.00.023.024 E ggml_cuda_init: failed to initialize CUDA: no CUDA-capable device is detected
0.00.024.041 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.254 W srv  llama_server: -----------------
0.00.024.255 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.024.255 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.024.255 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.024.255 W srv  llama_server: -----------------
0.00.025.566 I srv    load_model: loading model '/home/hectormr/LifeOS/models/qwen35-4b/Qwen3.5-4B-Q4_K_M.gguf'
0.03.806.220 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.827.326 I srv  llama_server: model loaded
0.03.827.331 I srv  llama_server: listening on http://127.0.0.1:8080
33.19.373.539 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
228.11.161.383 I slot      release: id  0 | task 2884 | stop processing: n_tokens = 687, truncated = 0
228.21.448.330 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.166 (> 0.100 thold), f_keep = 0.185
228.21.623.051 I slot launch_slot_: id  0 | task 2939 | processing task, is_child = 0
228.30.864.695 I slot print_timing: id  0 | task 2939 | prompt processing, n_tokens =    516, progress = 0.99, t =   9.24 s / 55.83 tokens per second
228.35.150.359 I slot print_timing: id  0 | task 2939 | prompt eval time =    9376.54 ms /   520 tokens (   18.03 ms per token,    55.46 tokens per second)
228.35.150.362 I slot print_timing: id  0 | task 2939 |        eval time =    4150.73 ms /    55 tokens (   75.47 ms per token,    13.25 tokens per second)
228.35.150.362 I slot print_timing: id  0 | task 2939 |       total time =   13527.27 ms /   575 tokens
228.35.150.363 I slot print_timing: id  0 | task 2939 |    graphs reused =       2725
228.35.151.268 I slot      release: id  0 | task 2939 | stop processing: n_tokens = 817, truncated = 0
228.45.489.752 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.184 (> 0.100 thold), f_keep = 0.155
228.45.642.301 I slot launch_slot_: id  0 | task 2997 | processing task, is_child = 0
228.54.206.375 I slot print_timing: id  0 | task 2997 | prompt processing, n_tokens =    483, progress = 0.99, t =   8.56 s / 56.40 tokens per second
228.57.964.200 I slot print_timing: id  0 | task 2997 | prompt eval time =    8701.47 ms /   487 tokens (   17.87 ms per token,    55.97 tokens per second)
228.57.964.203 I slot print_timing: id  0 | task 2997 |        eval time =    3620.41 ms /    52 tokens (   69.62 ms per token,    14.36 tokens per second)
228.57.964.204 I slot print_timing: id  0 | task 2997 |       total time =   12321.88 ms /   539 tokens
228.57.964.204 I slot print_timing: id  0 | task 2997 |    graphs reused =       2775
228.57.964.812 I slot      release: id  0 | task 2997 | stop processing: n_tokens = 743, truncated = 0
229.07.266.091 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.195 (> 0.100 thold), f_keep = 0.171
229.07.416.862 I slot launch_slot_: id  0 | task 3051 | processing task, is_child = 0
229.17.601.472 I slot print_timing: id  0 | task 3051 | prompt processing, n_tokens =    557, progress = 0.99, t =  10.18 s / 54.69 tokens per second
229.21.530.885 I slot print_timing: id  0 | task 3051 | prompt eval time =   10329.94 ms /   561 tokens (   18.41 ms per token,    54.31 tokens per second)
229.21.530.888 I slot print_timing: id  0 | task 3051 |        eval time =    3784.06 ms /    56 tokens (   67.57 ms per token,    14.80 tokens per second)
229.21.530.888 I slot print_timing: id  0 | task 3051 |       total time =   14114.00 ms /   617 tokens
229.21.530.889 I slot print_timing: id  0 | task 3051 |    graphs reused =       2829
229.21.531.809 I slot      release: id  0 | task 3051 | stop processing: n_tokens = 706, truncated = 0
229.32.931.001 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.167 (> 0.100 thold), f_keep = 0.180
229.33.102.659 I slot launch_slot_: id  0 | task 3110 | processing task, is_child = 0
229.41.950.515 I slot print_timing: id  0 | task 3110 | prompt processing, n_tokens =    507, progress = 0.99, t =   8.85 s / 57.30 tokens per second
229.45.817.211 I slot print_timing: id  0 | task 3110 | prompt eval time =    8975.24 ms /   511 tokens (   17.56 ms per token,    56.93 tokens per second)
229.45.817.213 I slot print_timing: id  0 | task 3110 |        eval time =    3739.28 ms /    55 tokens (   67.99 ms per token,    14.71 tokens per second)
229.45.817.214 I slot print_timing: id  0 | task 3110 |       total time =   12714.52 ms /   566 tokens
229.45.817.214 I slot print_timing: id  0 | task 3110 |    graphs reused =       2881
229.45.817.738 I slot      release: id  0 | task 3110 | stop processing: n_tokens = 815, truncated = 0
230.22.202.494 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.248 (> 0.100 thold), f_keep = 0.156
230.22.362.336 I slot launch_slot_: id  0 | task 3167 | processing task, is_child = 0
230.29.732.726 I slot print_timing: id  0 | task 3167 | prompt processing, n_tokens =    419, progress = 0.99, t =   7.37 s / 56.85 tokens per second
230.32.877.207 I slot print_timing: id  0 | task 3167 | prompt eval time =    7499.78 ms /   423 tokens (   17.73 ms per token,    56.40 tokens per second)
230.32.877.210 I slot print_timing: id  0 | task 3167 |        eval time =    3015.07 ms /    45 tokens (   67.00 ms per token,    14.93 tokens per second)
230.32.877.210 I slot print_timing: id  0 | task 3167 |       total time =   10514.85 ms /   468 tokens
230.32.877.211 I slot print_timing: id  0 | task 3167 |    graphs reused =       2924
230.32.877.538 I slot      release: id  0 | task 3167 | stop processing: n_tokens = 557, truncated = 0
230.37.411.474 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.277 (> 0.100 thold), f_keep = 0.242
230.37.560.185 I slot launch_slot_: id  0 | task 3214 | processing task, is_child = 0
230.44.637.914 I slot print_timing: id  0 | task 3214 | prompt processing, n_tokens =    393, progress = 0.99, t =   7.08 s / 55.53 tokens per second
230.47.780.027 I slot print_timing: id  0 | task 3214 | prompt eval time =    7207.98 ms /   397 tokens (   18.16 ms per token,    55.08 tokens per second)
230.47.780.029 I slot print_timing: id  0 | task 3214 |        eval time =    3011.84 ms /    44 tokens (   68.45 ms per token,    14.61 tokens per second)
230.47.780.030 I slot print_timing: id  0 | task 3214 |       total time =   10219.82 ms /   441 tokens
230.47.780.031 I slot print_timing: id  0 | task 3214 |    graphs reused =       2965
230.47.780.231 I slot      release: id  0 | task 3214 | stop processing: n_tokens = 530, truncated = 0
230.50.954.211 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.308 (> 0.100 thold), f_keep = 0.255
230.51.103.091 I slot launch_slot_: id  0 | task 3260 | processing task, is_child = 0
230.57.050.740 I slot print_timing: id  0 | task 3260 | prompt processing, n_tokens =    345, progress = 0.99, t =   5.95 s / 58.01 tokens per second
231.00.149.479 I slot print_timing: id  0 | task 3260 | prompt eval time =    6084.25 ms /   349 tokens (   17.43 ms per token,    57.36 tokens per second)
231.00.149.482 I slot print_timing: id  0 | task 3260 |        eval time =    2962.12 ms /    44 tokens (   67.32 ms per token,    14.85 tokens per second)
231.00.149.482 I slot print_timing: id  0 | task 3260 |       total time =    9046.36 ms /   393 tokens
231.00.149.483 I slot print_timing: id  0 | task 3260 |    graphs reused =       3007
231.00.149.628 I slot      release: id  0 | task 3260 | stop processing: n_tokens = 482, truncated = 0
231.06.580.432 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.244 (> 0.100 thold), f_keep = 0.280
231.06.683.300 I slot launch_slot_: id  0 | task 3306 | processing task, is_child = 0
231.14.714.342 I slot print_timing: id  0 | task 3306 | prompt processing, n_tokens =    459, progress = 0.99, t =   8.03 s / 57.15 tokens per second
231.17.772.078 I slot print_timing: id  0 | task 3306 | prompt eval time =    8164.76 ms /   463 tokens (   17.63 ms per token,    56.71 tokens per second)
231.17.772.081 I slot print_timing: id  0 | task 3306 |        eval time =    2923.99 ms /    43 tokens (   68.00 ms per token,    14.71 tokens per second)
231.17.772.081 I slot print_timing: id  0 | task 3306 |       total time =   11088.75 ms /   506 tokens
231.17.772.082 I slot print_timing: id  0 | task 3306 |    graphs reused =       3048
231.17.772.297 I slot      release: id  0 | task 3306 | stop processing: n_tokens = 595, truncated = 0
231.22.059.322 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.292 (> 0.100 thold), f_keep = 0.227
231.22.192.540 I slot launch_slot_: id  0 | task 3351 | processing task, is_child = 0
231.28.720.781 I slot print_timing: id  0 | task 3351 | prompt processing, n_tokens =    368, progress = 0.99, t =   6.53 s / 56.37 tokens per second
231.31.877.488 I slot print_timing: id  0 | task 3351 | prompt eval time =    6663.61 ms /   372 tokens (   17.91 ms per token,    55.83 tokens per second)
231.31.877.491 I slot print_timing: id  0 | task 3351 |        eval time =    3021.32 ms /    45 tokens (   67.14 ms per token,    14.89 tokens per second)
231.31.877.491 I slot print_timing: id  0 | task 3351 |       total time =    9684.93 ms /   417 tokens
231.31.877.492 I slot print_timing: id  0 | task 3351 |    graphs reused =       3091
231.31.877.672 I slot      release: id  0 | task 3351 | stop processing: n_tokens = 506, truncated = 0
231.35.053.977 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.303 (> 0.100 thold), f_keep = 0.267
231.35.213.049 I slot launch_slot_: id  0 | task 3398 | processing task, is_child = 0
231.41.221.793 I slot print_timing: id  0 | task 3398 | prompt processing, n_tokens =    351, progress = 0.99, t =   6.01 s / 58.42 tokens per second
231.44.363.574 I slot print_timing: id  0 | task 3398 | prompt eval time =    6141.81 ms /   355 tokens (   17.30 ms per token,    57.80 tokens per second)
231.44.363.577 I slot print_timing: id  0 | task 3398 |        eval time =    3008.69 ms /    44 tokens (   68.38 ms per token,    14.62 tokens per second)
231.44.363.577 I slot print_timing: id  0 | task 3398 |       total time =    9150.51 ms /   399 tokens
231.44.363.603 I slot print_timing: id  0 | task 3398 |    graphs reused =       3133
231.44.363.710 I slot      release: id  0 | task 3398 | stop processing: n_tokens = 488, truncated = 0
231.47.362.817 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.305 (> 0.100 thold), f_keep = 0.277
231.47.467.539 I slot launch_slot_: id  0 | task 3444 | processing task, is_child = 0
231.53.396.522 I slot print_timing: id  0 | task 3444 | prompt processing, n_tokens =    348, progress = 0.99, t =   5.93 s / 58.69 tokens per second
231.56.538.625 I slot print_timing: id  0 | task 3444 | prompt eval time =    6065.18 ms /   352 tokens (   17.23 ms per token,    58.04 tokens per second)
231.56.538.629 I slot print_timing: id  0 | task 3444 |        eval time =    3005.88 ms /    45 tokens (   66.80 ms per token,    14.97 tokens per second)
231.56.538.629 I slot print_timing: id  0 | task 3444 |       total time =    9071.06 ms /   397 tokens
231.56.538.630 I slot print_timing: id  0 | task 3444 |    graphs reused =       3176
231.56.538.778 I slot      release: id  0 | task 3444 | stop processing: n_tokens = 486, truncated = 0
231.59.995.272 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.293 (> 0.100 thold), f_keep = 0.278
232.00.094.817 I slot launch_slot_: id  0 | task 3491 | processing task, is_child = 0
232.06.584.708 I slot print_timing: id  0 | task 3491 | prompt processing, n_tokens =    366, progress = 0.99, t =   6.49 s / 56.40 tokens per second
232.09.821.659 I slot print_timing: id  0 | task 3491 | prompt eval time =    6624.03 ms /   370 tokens (   17.90 ms per token,    55.86 tokens per second)
232.09.821.662 I slot print_timing: id  0 | task 3491 |        eval time =    3102.80 ms /    46 tokens (   67.45 ms per token,    14.83 tokens per second)
232.09.821.696 I slot print_timing: id  0 | task 3491 |       total time =    9726.82 ms /   416 tokens
232.09.821.696 I slot print_timing: id  0 | task 3491 |    graphs reused =       3220
232.09.821.742 I slot      release: id  0 | task 3491 | stop processing: n_tokens = 505, truncated = 0
255.42.565.093 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.263 (> 0.100 thold), f_keep = 0.251
255.42.687.962 I slot launch_slot_: id  0 | task 3539 | processing task, is_child = 0
255.49.537.324 I slot print_timing: id  0 | task 3539 | prompt processing, n_tokens =    388, progress = 0.99, t =   6.85 s / 56.65 tokens per second
255.52.732.792 I slot print_timing: id  0 | task 3539 | prompt eval time =    6990.67 ms /   392 tokens (   17.83 ms per token,    56.07 tokens per second)
255.52.732.795 I slot print_timing: id  0 | task 3539 |        eval time =    3054.14 ms /    45 tokens (   67.87 ms per token,    14.73 tokens per second)
255.52.732.796 I slot print_timing: id  0 | task 3539 |       total time =   10044.81 ms /   437 tokens
255.52.732.796 I slot print_timing: id  0 | task 3539 |    graphs reused =       3262
255.52.732.968 I slot      release: id  0 | task 3539 | stop processing: n_tokens = 526, truncated = 0
255.58.403.073 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.273 (> 0.100 thold), f_keep = 0.245
255.58.523.187 I slot launch_slot_: id  0 | task 3586 | processing task, is_child = 0
256.05.147.516 I slot print_timing: id  0 | task 3586 | prompt processing, n_tokens =    379, progress = 0.99, t =   6.62 s / 57.21 tokens per second
256.08.119.453 I slot print_timing: id  0 | task 3586 | prompt eval time =    6768.75 ms /   383 tokens (   17.67 ms per token,    56.58 tokens per second)
256.08.119.490 I slot print_timing: id  0 | task 3586 |        eval time =    2827.50 ms /    42 tokens (   67.32 ms per token,    14.85 tokens per second)
256.08.119.490 I slot print_timing: id  0 | task 3586 |       total time =    9596.25 ms /   425 tokens
256.08.119.491 I slot print_timing: id  0 | task 3586 |    graphs reused =       3301
256.08.119.562 I slot      release: id  0 | task 3586 | stop processing: n_tokens = 514, truncated = 0
256.18.191.105 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.208 (> 0.100 thold), f_keep = 0.251
256.18.320.732 I slot launch_slot_: id  0 | task 3630 | processing task, is_child = 0
256.27.733.347 I slot print_timing: id  0 | task 3630 | prompt processing, n_tokens =    526, progress = 0.99, t =   9.41 s / 55.88 tokens per second
256.30.755.819 I slot print_timing: id  0 | task 3630 | prompt eval time =    9539.11 ms /   530 tokens (   18.00 ms per token,    55.56 tokens per second)
256.30.755.822 I slot print_timing: id  0 | task 3630 |        eval time =    2895.96 ms /    43 tokens (   67.35 ms per token,    14.85 tokens per second)
256.30.755.822 I slot print_timing: id  0 | task 3630 |       total time =   12435.07 ms /   573 tokens
256.30.755.823 I slot print_timing: id  0 | task 3630 |    graphs reused =       3342
256.30.755.975 I slot      release: id  0 | task 3630 | stop processing: n_tokens = 662, truncated = 0
320.12.523.012 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 316664099024
320.12.753.814 I slot launch_slot_: id  0 | task 3676 | processing task, is_child = 0
320.39.786.679 I slot print_timing: id  0 | task 3676 | prompt processing, n_tokens =   1371, progress = 0.73, t =  27.03 s / 50.72 tokens per second
320.49.790.294 I slot print_timing: id  0 | task 3676 | prompt processing, n_tokens =   1856, progress = 0.98, t =  37.04 s / 50.11 tokens per second
320.50.474.420 I slot print_timing: id  0 | task 3676 | prompt processing, n_tokens =   1883, progress = 1.00, t =  37.72 s / 49.92 tokens per second
320.53.790.124 I slot print_timing: id  0 | task 3676 | prompt eval time =   37994.34 ms /  1887 tokens (   20.13 ms per token,    49.67 tokens per second)
320.53.790.127 I slot print_timing: id  0 | task 3676 |        eval time =    3041.95 ms /    34 tokens (   89.47 ms per token,    11.18 tokens per second)
320.53.790.127 I slot print_timing: id  0 | task 3676 |       total time =   41036.29 ms /  1921 tokens
320.53.790.128 I slot print_timing: id  0 | task 3676 |    graphs reused =       3374
320.53.795.637 I slot      release: id  0 | task 3676 | stop processing: n_tokens = 1920, truncated = 0
320.54.284.460 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.430 (> 0.100 thold), f_keep = 1.000
320.54.284.643 I slot launch_slot_: id  0 | task 3714 | processing task, is_child = 0
321.39.727.276 I slot print_timing: id  0 | task 3714 | prompt processing, n_tokens =   2032, progress = 0.88, t =  45.44 s / 44.72 tokens per second
321.51.872.043 I slot print_timing: id  0 | task 3714 | prompt processing, n_tokens =   2544, progress = 1.00, t =  57.59 s / 44.18 tokens per second
322.02.382.649 I slot print_timing: id  0 | task 3714 | n_decoded =    100, tg =   9.72 t/s, tg_3s =   9.72 t/s
322.05.382.843 I slot print_timing: id  0 | task 3714 | n_decoded =    129, tg =   9.71 t/s, tg_3s =   9.67 t/s
322.08.480.548 I slot print_timing: id  0 | task 3714 | n_decoded =    159, tg =   9.71 t/s, tg_3s =   9.68 t/s
322.11.512.887 I slot print_timing: id  0 | task 3714 | n_decoded =    188, tg =   9.68 t/s, tg_3s =   9.56 t/s
322.14.552.624 I slot print_timing: id  0 | task 3714 | n_decoded =    217, tg =   9.66 t/s, tg_3s =   9.54 t/s
322.17.602.236 I slot print_timing: id  0 | task 3714 | n_decoded =    246, tg =   9.65 t/s, tg_3s =   9.51 t/s
322.20.712.260 I slot print_timing: id  0 | task 3714 | n_decoded =    272, tg =   9.51 t/s, tg_3s =   8.36 t/s
322.23.767.703 I slot print_timing: id  0 | task 3714 | n_decoded =    300, tg =   9.47 t/s, tg_3s =   9.16 t/s
322.26.783.591 I slot print_timing: id  0 | task 3714 | n_decoded =    329, tg =   9.49 t/s, tg_3s =   9.62 t/s
322.29.822.180 I slot print_timing: id  0 | task 3714 | n_decoded =    356, tg =   9.44 t/s, tg_3s =   8.89 t/s
322.32.907.281 I slot print_timing: id  0 | task 3714 | n_decoded =    384, tg =   9.41 t/s, tg_3s =   9.08 t/s
322.35.954.837 I slot print_timing: id  0 | task 3714 | n_decoded =    413, tg =   9.42 t/s, tg_3s =   9.52 t/s
322.39.013.386 I slot print_timing: id  0 | task 3714 | n_decoded =    441, tg =   9.40 t/s, tg_3s =   9.15 t/s
322.42.104.173 I slot print_timing: id  0 | task 3714 | n_decoded =    470, tg =   9.40 t/s, tg_3s =   9.38 t/s
322.45.125.492 I slot print_timing: id  0 | task 3714 | n_decoded =    498, tg =   9.39 t/s, tg_3s =   9.27 t/s
322.48.203.579 I slot print_timing: id  0 | task 3714 | n_decoded =    526, tg =   9.38 t/s, tg_3s =   9.10 t/s
322.51.210.552 I slot print_timing: id  0 | task 3714 | n_decoded =    555, tg =   9.39 t/s, tg_3s =   9.64 t/s
322.52.869.865 I slot print_timing: id  0 | task 3714 | prompt eval time =   57813.63 ms /  2548 tokens (   22.69 ms per token,    44.07 tokens per second)
322.52.869.868 I slot print_timing: id  0 | task 3714 |        eval time =   60771.55 ms /   571 tokens (  106.43 ms per token,     9.40 tokens per second)
322.52.869.869 I slot print_timing: id  0 | task 3714 |       total time =  118585.18 ms /  3119 tokens
322.52.869.881 I slot print_timing: id  0 | task 3714 |    graphs reused =       3941
322.52.871.749 I slot      release: id  0 | task 3714 | stop processing: n_tokens = 5038, truncated = 0
322.55.889.742 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.898 (> 0.100 thold), f_keep = 1.000
322.55.889.880 I slot launch_slot_: id  0 | task 4289 | processing task, is_child = 0
323.10.435.425 I slot print_timing: id  0 | task 4289 | prompt processing, n_tokens =    570, progress = 1.00, t =  14.55 s / 39.19 tokens per second
323.22.242.063 I slot print_timing: id  0 | task 4289 | n_decoded =    100, tg =   8.67 t/s, tg_3s =   8.67 t/s
323.25.285.283 I slot print_timing: id  0 | task 4289 | n_decoded =    128, tg =   8.78 t/s, tg_3s =   9.20 t/s
323.28.316.145 I slot print_timing: id  0 | task 4289 | n_decoded =    155, tg =   8.80 t/s, tg_3s =   8.91 t/s
323.31.385.602 I slot print_timing: id  0 | task 4289 | n_decoded =    183, tg =   8.85 t/s, tg_3s =   9.12 t/s
323.34.467.427 I slot print_timing: id  0 | task 4289 | n_decoded =    211, tg =   8.88 t/s, tg_3s =   9.09 t/s
323.36.044.450 I slot print_timing: id  0 | task 4289 | prompt eval time =   14816.32 ms /   574 tokens (   25.81 ms per token,    38.74 tokens per second)
323.36.044.453 I slot print_timing: id  0 | task 4289 |        eval time =   25338.24 ms /   225 tokens (  112.61 ms per token,     8.88 tokens per second)
323.36.044.454 I slot print_timing: id  0 | task 4289 |       total time =   40154.55 ms /   799 tokens
323.36.044.454 I slot print_timing: id  0 | task 4289 |    graphs reused =       4163
323.36.044.611 I slot      release: id  0 | task 4289 | stop processing: n_tokens = 5836, truncated = 0
323.38.581.576 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.333 (> 0.100 thold), f_keep = 1.000
323.38.581.733 I slot launch_slot_: id  0 | task 4518 | processing task, is_child = 0
323.38.581.744 E srv    send_error: task id = 4518, error: request (17503 tokens) exceeds the available context size (16384 tokens), try increasing it
323.38.581.747 I slot      release: id  0 | task 4518 | stop processing: n_tokens = 5836, truncated = 0
323.38.581.770 W srv          stop: cancel task, id_task = 4518
345.42.797.541 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 320691924796
345.43.056.693 I slot launch_slot_: id  0 | task 4521 | processing task, is_child = 0
345.47.349.532 I slot print_timing: id  0 | task 4521 | prompt processing, n_tokens =    226, progress = 0.99, t =   4.29 s / 52.65 tokens per second
345.49.186.776 I slot print_timing: id  0 | task 4521 | prompt eval time =    4497.73 ms /   230 tokens (   19.56 ms per token,    51.14 tokens per second)
345.49.186.779 I slot print_timing: id  0 | task 4521 |        eval time =    1632.33 ms /    25 tokens (   65.29 ms per token,    15.32 tokens per second)
345.49.186.779 I slot print_timing: id  0 | task 4521 |       total time =    6130.06 ms /   255 tokens
345.49.186.780 I slot print_timing: id  0 | task 4521 |    graphs reused =       4186
345.49.188.295 I slot      release: id  0 | task 4521 | stop processing: n_tokens = 344, truncated = 0
345.49.207.607 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.208 (> 0.100 thold), f_keep = 0.328
345.49.304.982 I slot launch_slot_: id  0 | task 4548 | processing task, is_child = 0
345.57.252.610 I slot print_timing: id  0 | task 4548 | prompt processing, n_tokens =    450, progress = 0.99, t =   7.95 s / 56.62 tokens per second
346.01.040.859 I slot print_timing: id  0 | task 4548 | prompt eval time =    8073.30 ms /   454 tokens (   17.78 ms per token,    56.23 tokens per second)
346.01.040.862 I slot print_timing: id  0 | task 4548 |        eval time =    3662.55 ms /    48 tokens (   76.30 ms per token,    13.11 tokens per second)
346.01.040.863 I slot print_timing: id  0 | task 4548 |       total time =   11735.85 ms /   502 tokens
346.01.040.863 I slot print_timing: id  0 | task 4548 |    graphs reused =       4232
346.01.042.074 I slot      release: id  0 | task 4548 | stop processing: n_tokens = 591, truncated = 0
346.01.058.559 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.262 (> 0.100 thold), f_keep = 0.191
346.01.150.753 I slot launch_slot_: id  0 | task 4598 | processing task, is_child = 0
346.06.958.429 I slot print_timing: id  0 | task 4598 | prompt processing, n_tokens =    337, progress = 0.99, t =   5.81 s / 58.03 tokens per second
346.10.076.534 I slot print_timing: id  0 | task 4598 | prompt eval time =    5942.67 ms /   341 tokens (   17.43 ms per token,    57.38 tokens per second)
346.10.076.538 I slot print_timing: id  0 | task 4598 |        eval time =    2983.09 ms /    44 tokens (   67.80 ms per token,    14.75 tokens per second)
346.10.076.538 I slot print_timing: id  0 | task 4598 |       total time =    8925.76 ms /   385 tokens
346.10.076.538 I slot print_timing: id  0 | task 4598 |    graphs reused =       4274
346.10.077.167 I slot      release: id  0 | task 4598 | stop processing: n_tokens = 474, truncated = 0
346.10.093.108 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.204 (> 0.100 thold), f_keep = 0.238
346.10.093.164 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 219.451 MiB)
346.10.251.249 I slot launch_slot_: id  0 | task 4644 | processing task, is_child = 0
346.18.320.211 I slot print_timing: id  0 | task 4644 | prompt processing, n_tokens =    460, progress = 0.99, t =   8.07 s / 57.01 tokens per second
346.21.633.703 I slot print_timing: id  0 | task 4644 | prompt eval time =    8211.50 ms /   464 tokens (   17.70 ms per token,    56.51 tokens per second)
346.21.633.705 I slot print_timing: id  0 | task 4644 |        eval time =    3170.93 ms /    46 tokens (   68.93 ms per token,    14.51 tokens per second)
346.21.633.706 I slot print_timing: id  0 | task 4644 |       total time =   11382.44 ms /   510 tokens
346.21.633.706 I slot print_timing: id  0 | task 4644 |    graphs reused =       4318
346.21.634.613 I slot      release: id  0 | task 4644 | stop processing: n_tokens = 599, truncated = 0
346.21.656.362 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.193 (> 0.100 thold), f_keep = 0.189
346.21.801.391 I slot launch_slot_: id  0 | task 4692 | processing task, is_child = 0
346.30.273.967 I slot print_timing: id  0 | task 4692 | prompt processing, n_tokens =    492, progress = 0.99, t =   8.47 s / 58.07 tokens per second
346.33.767.059 I slot print_timing: id  0 | task 4692 | prompt eval time =    8614.73 ms /   496 tokens (   17.37 ms per token,    57.58 tokens per second)
346.33.767.061 I slot print_timing: id  0 | task 4692 |        eval time =    3350.92 ms /    49 tokens (   68.39 ms per token,    14.62 tokens per second)
346.33.767.062 I slot print_timing: id  0 | task 4692 |       total time =   11965.65 ms /   545 tokens
346.33.767.063 I slot print_timing: id  0 | task 4692 |    graphs reused =       4365
346.33.767.883 I slot      release: id  0 | task 4692 | stop processing: n_tokens = 634, truncated = 0
346.33.781.208 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.189 (> 0.100 thold), f_keep = 0.178
346.33.926.767 I slot launch_slot_: id  0 | task 4743 | processing task, is_child = 0
346.42.928.907 I slot print_timing: id  0 | task 4743 | prompt processing, n_tokens =    505, progress = 0.99, t =   9.00 s / 56.10 tokens per second
346.46.009.949 I slot print_timing: id  0 | task 4743 | prompt eval time =    9140.71 ms /   509 tokens (   17.96 ms per token,    55.68 tokens per second)
346.46.009.955 I slot print_timing: id  0 | task 4743 |        eval time =    2942.46 ms /    43 tokens (   68.43 ms per token,    14.61 tokens per second)
346.46.009.956 I slot print_timing: id  0 | task 4743 |       total time =   12083.16 ms /   552 tokens
346.46.009.956 I slot print_timing: id  0 | task 4743 |    graphs reused =       4406
346.46.010.542 I slot      release: id  0 | task 4743 | stop processing: n_tokens = 641, truncated = 0
357.20.430.929 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.143 (> 0.100 thold), f_keep = 0.151
357.20.584.990 I slot launch_slot_: id  0 | task 4788 | processing task, is_child = 0
357.31.103.580 I slot print_timing: id  0 | task 4788 | prompt processing, n_tokens =    583, progress = 0.99, t =  10.52 s / 55.43 tokens per second
357.35.259.158 I slot print_timing: id  0 | task 4788 | prompt eval time =   10650.39 ms /   587 tokens (   18.14 ms per token,    55.12 tokens per second)
357.35.259.161 I slot print_timing: id  0 | task 4788 |        eval time =    4023.76 ms /    58 tokens (   69.38 ms per token,    14.41 tokens per second)
357.35.259.161 I slot print_timing: id  0 | task 4788 |       total time =   14674.15 ms /   645 tokens
357.35.259.196 I slot print_timing: id  0 | task 4788 |    graphs reused =       4462
357.35.260.246 I slot      release: id  0 | task 4788 | stop processing: n_tokens = 734, truncated = 0
357.41.453.215 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.201 (> 0.100 thold), f_keep = 0.173
357.41.453.281 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 220.139 MiB)
357.41.646.933 I slot launch_slot_: id  0 | task 4849 | processing task, is_child = 0
357.47.855.704 I slot print_timing: id  0 | task 4849 | prompt processing, n_tokens =    352, progress = 0.99, t =   6.21 s / 56.69 tokens per second
357.51.490.006 I slot print_timing: id  0 | task 4849 | prompt eval time =    6341.56 ms /   356 tokens (   17.81 ms per token,    56.14 tokens per second)
